Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gpgga_read
1712110676.2810411,570,1712110676,0,GPS1_Frame,42.30726333333334,-71.146925,70.0,323050.7484995759,4686124.286564239,19,T,1.7,
1712110677.280172,571,1712110677,0,GPS1_Frame,42.30725833333333,-71.14686,69.9,323056.0920200016,4686123.596164166,19,T,1.7,
1712110678.2799294,572,1712110678,0,GPS1_Frame,42.30725,-71.1468,70.0,323061.014083989,4686122.546025974,19,T,1.7,
1712110679.2800922,573,1712110679,0,GPS1_Frame,42.30723666666666,-71.14675000000001,70.2,323065.097904654,4686120.961476774,19,T,1.7,
1712110680.2795572,574,1712110680,0,GPS1_Frame,42.30722166666666,-71.14671,70.4,323068.3528215953,4686119.212656011,19,T,1.7,
1712110681.2804983,575,1712110681,0,GPS1_Frame,42.30721333333333,-71.14667666666666,70.6,323071.0769272853,4686118.217982681,19,T,1.7,
1712110682.279768,576,1712110682,0,GPS1_Frame,42.307203333333334,-71.14664333333333,70.8,323073.7963642895,4686117.038239989,19,T,1.7,
1712110683.2790337,577,1712110683,0,GPS1_Frame,42.307198333333325,-71.14660666666667,70.9,323076.80455558246,4686116.4067778755,19,T,1.7,
1712110684.2791965,578,1712110684,0,GPS1_Frame,42.307190000000006,-71.146565,71.2,323080.21552702493,4686115.3947786335,19,T,1.7,
1712110685.2797675,579,1712110685,0,GPS1_Frame,42.307199999999995,-71.14652666666666,71.2,323083.4031145832,4686116.425487512,19,T,1.7,
1712110686.2801144,580,1712110686,0,GPS1_Frame,42.30721666666667,-71.14647666666666,71.0,323087.57098608126,4686118.172219586,19,T,1.7,
1712110687.2794454,581,1712110687,0,GPS1_Frame,42.30725833333333,-71.14643166666666,68.8,323091.39677180856,4686122.705407607,19,T,1.7,
1712110688.278626,582,1712110688,0,GPS1_Frame,42.30730666666667,-71.14638166666667,67.6,323095.65334556124,4686127.968482706,19,T,1.7,
1712110689.2792687,583,1712110689,0,GPS1_Frame,42.30735833333333,-71.14633166666667,66.6,323099.91925060214,4686133.601701124,19,T,1.7,
1712110690.2791836,584,1712110690,0,GPS1_Frame,42.307395,-71.14627666666667,66.7,323104.5552480911,4686137.558891798,19,T,1.7,
1712110691.2808013,585,1712110691,0,GPS1_Frame,42.30744,-71.14622,66.8,323109.3519551003,4686142.437972339,19,T,1.7,
1712110692.280745,586,1712110692,0,GPS1_Frame,42.307495,-71.146155,67.1,323114.8635261607,4686148.410152699,19,T,1.7,
